budget,genres,original_language,popularity,release_date,revenue
19000000,35,en,12.446738,2000,278019771
5000000,35,en,0.399156,1991,485772
40000000,14,en,4.182641,1996,48093211
40000000,12,en,10.24382,2011,97552050
18000000,35,en,3.602031,1991,11657385
22531334.11,28,en,8.075504,2015,16775
245000000,28,en,24.926577,2015,880674609
120000000,16,en,10.901602,2001,186053725
92000000,28,en,22.220214,2004,631442092
90000000,12,en,13.809622,2016,162360636
3800000,12,ja,9.239882,2007,2725258
20000000,28,cn,8.636632,2004,100914445
50000000,53,en,10.738888,2003,55495563
22000000,18,en,11.698089,2009,35424826
22531334.11,35,en,3.553887,2001,637769
40000000,14,en,12.725343,1996,49627779
22531334.11,18,fr,6.493744,1986,2003822
63000000,28,en,11.624866,1988,189015611
22531334.11,18,en,15.5975,2017,1803009
3000000,18,ko,10.616859,2003,14980005
22531334.11,18,en,19.256859,2015,29355203
3000000,35,en,15.170192,1987,3221568
12000000,18,en,8.783454,1998,22921898
22531334.11,18,es,7.78904,2015,20381995
40000000,35,en,4.985157,1994,24332324
25000000,18,en,14.686487,2002,41597830
22531334.11,18,en,7.563444,2012,319285
784170,35,en,0.578456,2048,834332
22531334.11,28,en,0.08472,1995,13
12000000,12,zh,2.977779,2009,13380561
1089360,18,ro,0.663231,2009,48298
50000000,80,en,3.998494,1996,22540359
40000000,28,en,4.260945,2001,27053815
1556288,53,en,0.195677,2014,1268395
22531334.11,18,it,14.177005,1988,11990401
25000000,35,en,8.9256,2000,152500343
20000000,27,en,16.626655,2010,136150434
225000,10769,en,0.466236,2012,111300
10000000,9648,en,13.751992,2009,42333295
280000000,28,en,37.37942,2015,1405403694
22531334.11,10751,en,5.526865,1986,18564613
50000000,80,en,17.608346,2015,3324330
70000000,18,en,9.019114,1998,116672912
15000000,35,en,15.899134,1995,6700000
22531334.11,35,en,8.359985,2011,539896
20000000,28,en,14.810519,1995,7563728
45000000,12,en,8.079541,1996,17300889
82000000,35,en,7.349843,2005,190320568
25000000,28,en,5.918816,2004,56422687
35000000,28,en,5.23158,1995,64350171
7300,28,en,0.137676,1998,13674
48000000,10749,en,7.349812,1998,77745568
36000000,18,en,8.867562,2002,102244770
11000000,14,en,8.800455,1981,34967437
22531334.11,14,fr,0.625099,2001,10000000
17000,28,en,7.759376,2011,101236
80000000,28,en,14.39853,2010,157107755
22531334.11,12,en,2.520484,1984,1337274
22531334.11,80,en,10.896238,2014,56574
40000000,35,en,7.196688,2007,145896422
4000000,35,en,3.856827,2006,4630045
115000000,18,en,7.455875,2002,77628265
68000000,35,en,42.061481,2015,217022588
8500000,10749,en,8.592449,2015,43528634
10000000,18,en,1.551648,2003,4069090
14734000,28,fr,2.156145,2010,6775121
4000000,18,en,5.317544,2061,8200000
22531334.11,18,en,6.941735,2007,719968
70000000,18,en,9.819864,2010,134748021
22531334.11,53,en,10.113628,2007,91354215
22531334.11,53,en,0.781841,1991,31815
100000000,12,en,29.741452,2002,876688482
22531334.11,10751,en,3.148745,2002,33082548
220000,28,es,9.972591,1992,2040920
8000000,28,en,11.521011,1991,2275557
35000000,12,en,8.061423,2005,86369815
5300000,28,hi,3.003526,2006,22175908
6000000,35,en,12.724645,1986,70136369
35000000,16,en,8.910462,1994,9771658
22531334.11,18,en,5.723103,2015,8034
11500000,18,en,8.719145,2008,186702
2200000,18,hu,6.313465,2014,282358
11930000,18,en,7.95686,2015,18340000
22531334.11,18,en,2.262915,1988,1547397
25000000,53,en,9.218002,2013,86175291
150000,35,en,9.203416,2002,2891288
22531334.11,35,en,5.024661,2008,6575282
22531334.11,16,en,13.58903,1993,9317021
22531334.11,35,en,5.976385,2006,3091922
500000,28,en,0.45621,2002,500000
1250000,27,en,8.710824,1981,21722776
20000000,18,en,7.423812,2007,41637263
22531334.11,18,en,4.435032,2010,852336
22531334.11,14,en,5.831622,1994,46264384
18000000,12,en,10.151366,1984,100000000
1500000,18,en,4.877872,1995,7412216
22531334.11,35,en,3.576604,1998,10224116
19500000,10752,hi,4.683689,2015,56000000
8000000,28,en,6.603748,2008,2033165
22531334.11,18,en,7.031279,1996,665450
18000000,28,en,1.975174,1984,19265302
15000000,18,en,7.904371,2006,123384128
22531334.11,14,en,11.465634,1988,60328000
80000000,18,en,8.524847,2003,266728738
14000000,35,en,8.204894,2010,21409028
12500000,18,en,1.830829,2010,3878993
16800000,35,en,6.626077,2014,51029361
10500000,18,en,36.26051,2017,25442939
95000000,28,en,11.348096,1998,250288523
22531334.11,12,en,12.330898,2014,1124445
38000000,53,en,6.938921,1990,153518974
10000000,28,en,3.867472,2005,17297244
60000000,28,en,14.336187,2013,90565421
39000000,10749,en,1.381022,2004,6614280
22531334.11,99,en,3.063163,2010,28200
75000000,16,en,12.949715,2005,260696994
22531334.11,53,en,7.08055,2014,1625847
40000000,10402,en,6.447072,2014,67347013
15000000,18,ru,2.587727,2008,16810383
22531334.11,16,en,12.796484,2014,20300000
40000000,18,en,9.802889,1985,12303411
22531334.11,35,en,8.817924,2012,6483963
22531334.11,80,en,3.313524,1983,9190819
22531334.11,28,en,4.720595,1994,5777916
6000,80,en,5.283661,1998,48482
49300000,16,ja,7.566053,2013,24186232
5400000,53,hi,2.39989,2013,6500000
120000000,16,en,18.907948,2006,461983149
3062000,18,hi,2.07741,2011,25034000
22000000,18,en,12.383755,1982,77737889
47000000,35,en,7.586577,1996,102825796
2000000,10749,en,0.121844,2010,1268793
24000000,35,en,4.347609,1999,8434146
410000,80,de,0.769053,1972,100
5579750,35,it,2.208906,2012,8927600
130000000,28,en,12.854373,2007,457363168
100000,28,en,1.731527,2010,1000000
8000000,28,en,3.034823,2006,143451
13000000,35,en,13.655752,2014,54837234
60000000,28,en,13.995044,2003,176070171
12500000,18,en,10.944654,2002,23367586
5200000,18,pl,4.230046,2007,14723313
3512454,18,fr,0.110065,2013,115860
22531334.11,35,en,2.166081,2010,25
1500000,27,en,6.407207,2009,32000
38000000,18,en,4.990506,1996,17380126
18000000,18,en,12.677592,1984,51973029
3000000,12,en,12.325947,1970,18999718
22531334.11,18,en,2.614074,2045,21300000
150000000,28,en,9.920223,2013,205366737
40000000,53,en,13.707888,2015,165478348
22531334.11,35,en,3.216608,1980,6659377
30000000,18,en,9.863584,2008,68369434
22531334.11,35,en,4.966657,1985,331816
22531334.11,18,de,4.969851,2015,147315
22531334.11,99,en,0.541397,2006,202000
23000000,9648,en,10.337689,2001,36642838
2000000,18,en,8.999948,2054,21750000
22531334.11,35,en,12.050759,1979,39946780
25000000,27,en,24.535733,2017,83080890
35000000,27,en,10.169411,2011,28128670
22531334.11,18,en,3.095584,1986,5794184
2700000,35,en,7.525382,1978,141000000
22531334.11,35,en,1.523446,1995,218626
68000000,28,en,14.741992,2001,71069884
22531334.11,35,en,5.847845,2014,645186
57000000,10402,en,10.076223,2001,16991902
45000000,18,en,11.075674,1992,178051587
127500000,16,en,9.998415,2000,354248063
200000,18,en,0.560685,2012,486937
75000000,28,en,9.883727,1991,152368585
22531334.11,27,en,10.714779,2013,21833
16000000,18,en,16.770196,2007,18928871
4000000,18,en,19.348466,1996,16491080
8000000,18,en,2.93818,1997,589304
21000000,35,en,10.234919,1993,227799884
22531334.11,28,en,6.892829,1986,49042224
26000000,35,en,14.362544,1994,8009329
29000000,35,en,10.829116,2016,48902953
1365000,35,en,5.120036,2039,2279000
80000000,27,en,13.02369,2004,78000586
2800000,18,ru,2.486073,1994,2616503
22531334.11,18,en,4.766826,2002,2270658
40000000,28,en,9.48515,2016,29918745
87000000,80,en,2.48875,2001,351692268
25000000,18,en,8.405395,2009,10589102
22531334.11,35,en,16.179384,1988,57041866
22531334.11,18,en,4.23544,1987,1700000
5000000,36,en,1.628629,2016,13000000
22531334.11,28,en,0.042036,2000,4275
22531334.11,10751,en,0.803093,1987,2608000
22531334.11,18,en,4.755759,2004,12520799
8500000,28,en,9.292099,1986,16209459
22531334.11,18,fa,5.673744,2016,2402067
5000000,27,en,6.188286,2012,142817992
22531334.11,35,en,5.325766,2007,41098065
140000000,12,en,12.996474,2002,431971116
22531334.11,80,en,5.397405,1989,6263883
32000000,10402,en,11.428941,2004,50907422
16000000,12,en,15.15267,1987,30857814
75000000,16,en,7.515631,2000,36754634
12000000,28,en,11.354247,2066,20000000
64000000,18,en,4.140398,1999,74608570
22000000,35,en,10.225555,2012,77112176
90000000,28,en,10.81552,2004,102000000
22531334.11,18,it,0.38744,2004,9392
25000000,35,en,8.309565,2016,48418160
130000000,878,en,16.624854,2012,403170142
9500000,80,en,7.778097,2010,120000
22531334.11,35,en,3.937139,1977,102000000
30000000,28,en,5.781667,2002,6916869
12000000,28,zh,1.675406,2012,117629
38000000,12,en,13.217623,1996,28921264
31500000,18,en,13.5963,1979,89460381
1000000,12,en,3.315827,2063,37600000
483103,18,en,0.205671,2027,1027757
22531334.11,18,en,0.185169,1982,263635
35000000,28,en,13.912531,2016,25182929
3000000,18,es,2.753674,1999,6000000
30000000,27,en,14.015739,2003,114908830
13000000,18,en,10.564701,2015,18704595
25000000,14,en,10.542026,2015,65663276
8500000,28,en,6.03633,2000,19125401
60000000,35,en,10.411608,2004,13395939
17000000,80,en,12.50422,2009,29536299
22531334.11,28,en,3.150899,1986,11949484
60000000,28,en,7.337906,1995,35431113
15000000,10402,en,0.900864,2007,22730842
2300000,18,hi,3.959411,2007,4600000
4600000,28,en,5.805666,2010,1163967
4000000,35,en,12.650546,1981,125728258
20000000,18,en,16.392712,2017,57330873
22531334.11,10749,ja,1.718237,2007,44038000
2500000,99,en,2.726061,1988,589244
61000000,18,en,13.52408,2012,441809770
40000000,28,en,11.366417,1997,87840042
2000000,18,en,9.333533,2061,7600000
25000000,28,en,6.514132,2005,2405420
19800000,18,en,14.101101,2001,87754044
25000000,53,en,9.805017,1992,411006740
20000000,14,en,4.414928,1990,15379253
22531334.11,28,cn,4.154861,2006,8685526
22531334.11,35,en,3.868014,1985,4122748
20000000,28,en,5.871243,2005,10442808
45000000,12,en,11.618472,2009,57881056
16000000,35,en,4.372616,2000,15427192
53000000,18,en,5.3962,2001,29700000
22531334.11,18,en,16.5293,1998,1053788
35000000,35,en,6.629999,2010,77477008
300000,28,ml,0.350207,2016,2500000
22531334.11,18,en,3.069108,2016,93000
500000,18,en,4.893812,2012,376597
35000000,18,en,5.660835,1997,791830
80000000,28,en,13.334952,2003,116643346
37665000,18,en,5.388535,2006,14655628
20000000,28,en,12.553403,2004,16605763
22531334.11,27,en,1.292125,1989,858591
22531334.11,18,fa,0.984515,2002,105656
22531334.11,16,en,0.851599,2001,100202
22531334.11,28,en,1.56098,1997,7240837
13000000,18,en,4.794088,2001,91038276
1135654,28,en,3.878515,2024,1213880
60000000,35,en,14.092373,2004,219417255
22531334.11,18,en,7.438381,1992,14715067
22531334.11,35,en,9.85327,1994,1596687
22531334.11,18,sv,3.727996,2013,180590
65000000,80,en,14.482345,1996,89456761
42000000,35,en,15.725542,2004,171963386
35000000,53,en,10.512109,2011,82087155
